1,زیرتربیت,زيرتربیت,NOUN,NNC,,O,
5,امارات,امارات,NOUN,NN,,NEL,I
6,میں,میں,ADP,PSP,,O,
7,4,4,NUM,QC,,NEM,B
8,سے,سے,ADP,PSP,,NEM,I
9,9,9,NUM,QC,,NEM,I
10,سال,سال,NOUN,NN,,NEM,I
11,تک,تک,ADP,PSP,,O,
12,کی,کا,ADP,PSP,,O,
13,عمر,عمر,NOUN,NN,,O,
14,کے,کا,ADP,PSP,,O,
15,بچوں,بچہ,NOUN,NN,,O,
16,کو,کو,ADP,PSP,,O,
17,بطور,بطور,ADP,PSP,,O,
18,اونٹ,اونٹ,NOUN,NN,,O,
19,سوار,سوار,ADJ,JJ,,O,
20,ملازم,ملازم,ADJ,JJ,,O,
21,رکھا,رکھ,VERB,VM,,O,
22,جاتا,جا,AUX,VAUX,,O,
23,ہے,ہے,AUX,VAUX,,O,
1,یہ,یہ,DET,DEM,,O,
2,ہولناک,ہولناک,ADJ,JJ,,O,
3,کھیل,کھیل,NOUN,NN,,O,
4,ہر,ہر,ADJ,JJ,,O,
5,سال,سال,NOUN,NN,,O,
6,وسط,وسط,NOUN,NN,,O,
7,اکتوبر,اکتوبر,PROPN,NNP,,NETI,B
8,اور,اور,CCONJ,CC,,O,
9,فروری,فروری,PROPN,NNP,,NETI,B
10,میں,میں,ADP,PSP,,O,
11,منعقد,منعقد,ADJ,JJ,,O,
12,ہوتا,ہو,VERB,VM,,O,
13,ہے,ہے,AUX,VAUX,,O,
14,جنوبی,جنوبی,PROPN,NNPC,,NEL,B
15,پنجاب,پنجاب,PROPN,NNP,,NEL,I
16,میں,میں,ADP,PSP,,O,
17,ڈیرہ,ڈیرہ,PROPN,NNPC,,NEL,B
18,غازی,غازی,PROPN,NNPC,,NEL,I
19,خان,خان,PROPN,NNP,,NEL,I
20,کمسن,کمسن,ADJ,JJ,,O,
21,سواروں,سوار,NOUN,NN,,O,
22,کی,کا,ADP,PSP,,O,
23,فراہمی,فراہمی,NOUN,NN,,O,
24,کے,کے,ADP,PSP,,O,
25,لئے,لیے,ADP,PSP,,O,
26,بڑی,بڑی,ADJ,JJ,,O,
27,منڈی,منڈی,NOUN,NN,,O,
28,کی,کا,ADP,PSP,,O,
29,شکل,شکل,NOUN,NN,,O,
30,اختیار,اختیار,NOUN,NN,,O,
31,کر,کر,VERB,VM,,O,
32,گیا,جا,AUX,VAUX,,O,
33,ہے,ہے,AUX,VAUX,,O,
1,پاکستان,پاکستان,PROPN,NNP,,NEL,B
2,اور,اور,CCONJ,CC,,O,
3,بنگلہ,بنگلہ,PROPN,NNPC,,NEL,B
4,دیش,دیش,PROPN,NNP,,NEL,I
5,میں,میں,ADP,PSP,,O,
6,والدین,والدین,NOUN,NN,,O,
7,غربت,غربت,NOUN,NN,,O,
8,سے,سے,ADP,PSP,,O,
9,مجبور,مجبور,ADJ,JJ,,O,
10,ہو,ہو,VERB,VM,,O,
11,کر,کر,AUX,VAUX,,O,
12,خود,خود,PRON,PRP,,O,
13,اپنے,اپنا,PRON,PRP,,O,
14,بچوں,بچہ,NOUN,NN,,O,
15,کو,کو,ADP,PSP,,O,
16,عرب,عرب,ADJ,JJ,,O,
17,ممالک,مُلک,NOUN,NN,,O,
18,بھیجتے,بھيج,VERB,VM,,O,
19,ہیں,ہے,AUX,VAUX,,O,
1,اونٹ,اونٹ,NOUN,NN,,O,
2,کی,کا,ADP,PSP,,O,
3,دوڑنے,دوڑ,VERB,VM,,O,
4,کی,کا,ADP,PSP,,O,
5,رفتار,رفتار,ADJ,JJ,,O,
6,40,40,NUM,QC,,NEM,B
7,سے,سے,ADP,PSP,,NEM,I
8,50,50,NUM,QC,,NEM,I
9,کلومیٹر,کلومیٹر,NOUN,NN,,NEM,I
10,فی,فی,ADJ,JJ,,NEM,I
11,گھنٹہ,گھنٹہ,NOUN,NN,,NEM,I
12,ہوتی,ہو,VERB,VM,,O,
13,ہے,ہے,AUX,VAUX,,O,
1,80,80,NUM,QC,,NEN,B
2,فیصد,فیصد,NOUN,NN,,O,
3,بچے,بچہ,NOUN,NN,,O,
4,زخمی,زخمی,ADJ,JJ,,O,
5,ہو,ہو,VERB,VM,,O,
6,جاتے,جا,AUX,VAUX,,O,
7,ہیں,ہے,AUX,VAUX,,O,
1,اونٹ,اونٹ,NOUN,NNC,,O,
2,دوڑ,دوڑ,NOUN,NN,,O,
3,میں,میں,ADP,PSP,,O,
4,سوار,سوار,NOUN,NN,,O,
5,کے,کر,ADP,PSP,,O,
6,طور,طور,ADP,PSP,,O,
7,پر,پر,ADP,PSP,,O,
8,بچوں,بچہ,NOUN,NN,,O,
9,کا,کا,ADP,PSP,,O,
10,استعمال,استعمال,NOUN,NN,,O,
11,متحدہ,متحدہ,PROPN,NNPC,,NEL,B
12,عرب,عرب,PROPN,NNP,,NEL,I
13,امارات,امارات,NOUN,NN,,NEL,I
14,میں,میں,ADP,PSP,,O,
15,ہو,ہو,VERB,VM,,O,
16,رہا,رہ,AUX,VAUX,,O,
17,ہے,ہے,AUX,VAUX,,O,
1,یہ,یہ,DET,DEM,,O,
2,سات,سات,NUM,QC,,NEN,B
3,مملکتوں,مملکت,NOUN,NN,,O,
4,کی,کا,ADP,PSP,,O,
5,ریاست,ریاست,NOUN,NN,,O,
6,ہے,ہے,AUX,VM,,O,
7,1971ء,1971ء,PUNCT,SYM,,NETI,B
8,میں,میں,ADP,PSP,,O,
9,قائم,قائم,ADJ,JJ,,O,
10,ہوئی,ہو,VERB,VM,,O,
1,یہاں,یہاں,PRON,PRP,,O,
2,کے,کا,ADP,PSP,,O,
3,لیبر,لیبر,NOUN,NNC,,O,
4,قوانین,قانون,NOUN,NN,,O,
5,میں,میں,ADP,PSP,,O,
6,پندرہ,پندرہ,NUM,QC,,NEM,B
7,سال,سال,NOUN,NN,,NEM,I
8,سے,سے,ADP,PSP,,O,
9,کم,کم,DET,QF,,O,
10,عمر,عمر,NOUN,NN,,O,
11,کے,کا,ADP,PSP,,O,
12,بچوں,بچہ,NOUN,NN,,O,
13,کو,کو,ADP,PSP,,O,
14,ملازم,ملازم,ADJ,JJ,,O,
15,رکھنا,رکھ,VERB,VM,,O,
16,منع,منع,NOUN,NN,,O,
17,ہے,ہے,AUX,VM,,O,
18,مگر,مگر,CCONJ,CC,,O,
19,یہاں,یہاں,PRON,PRP,,O,
20,کی,کا,ADP,PSP,,O,
21,حکومتیں,حکومت,NOUN,NN,,O,
22,اس,یہ,PRON,PRP,,O,
23,پر,پر,ADP,PSP,,O,
24,عمل,عمل,NOUN,NN,,O,
25,نہیں,نہیں,PART,NEG,,O,
26,کرا,کر,VERB,VM,,O,
27,سکیں,سک,AUX,VAUX,,O,
1,نابالغ,نابالغ,ADJ,JJ,,O,
2,بچوں,بچہ,NOUN,NN,,O,
3,کو,کو,ADP,PSP,,O,
4,جن,جو,PRON,PRP,,O,
5,کی,کا,ADP,PSP,,O,
6,عمریں,عمر,NOUN,NN,,O,
7,چار,چار,NUM,QC,,NEM,B
8,سال,سال,NOUN,NN,,NEM,I
9,سے,سے,ADP,PSP,,O,
10,نو,نو,ADJ,JJ,,NEM,B
11,سال,سال,NOUN,NN,,NEM,I
12,تک,تک,ADP,PSP,,O,
13,کی,کا,ADP,PSP,,O,
14,ہوتی,ہو,VERB,VM,,O,
15,ہیں,ہے,AUX,VAUX,,O,
16,بطور,بطور,ADP,PSP,,O,
17,اونٹ,اونٹ,NOUN,NN,,O,
18,سوار,سوار,ADJ,JJ,,O,
19,ملازم,ملازم,NOUN,NN,,O,
20,رکھا,رکھ,VERB,VM,,O,
21,جاتا,جا,AUX,VAUX,,O,
22,ہے,ہے,AUX,VAUX,,O,
1,پاکستان,پاکستان,PROPN,NNP,,NEL,B
2,سمیت,سمیت,ADP,PSP,,O,
3,دنیا,دنیا,NOUN,NN,,O,
4,بھر,بھر,PART,RP,,O,
5,میں,میں,ADP,PSP,,O,
6,اس,یہ,PRON,PRP,,O,
7,پر,پر,ADP,PSP,,O,
8,شدید,شدید,ADJ,JJ,,O,
9,تنقید,تنقید,NOUN,NN,,O,
10,و,و,CCONJ,CC,,O,
11,مذمت,مذمت,NOUN,NN,,O,
12,کی,کر,VERB,VM,,O,
13,جا,جا,AUX,VAUX,,O,
14,رہی,رہ,AUX,VAUX,,O,
15,ہے,ہے,AUX,VAUX,,O,
1,پاکستان,پاکستان,PROPN,NNP,,NEL,B
2,کے,کے,ADP,PSP,,O,
3,علاوہ,علاوہ,ADP,PSP,,O,
4,اومان,آومان,PROPN,NNPC,,NEL,B
5,سوڈان,سوڈان,PROPN,NNPC,,NEL,B
6,بنگلہ,بنگلہ,PROPN,NNPC,,NEL,B
7,دیش,دیش,PROPN,NNP,,NEL,I
8,سے,سے,ADP,PSP,,O,
9,ہزاروں,ہزار,NOUN,NN,,O,
10,کی,کا,ADP,PSP,,O,
11,تعداد,تعداد,NOUN,NN,,O,
12,میں,میں,ADP,PSP,,O,
13,بچے,بچہ,NOUN,NN,,O,
14,متحدہ,متحدہ,PROPN,NNPC,,NEL,B
15,عرب,عرب,PROPN,NNP,,NEL,B
16,امارات,امار,NOUN,NN,,NEL,B
17,لائے,لائے,VERB,VM,,O,
18,جاتے,جا,AUX,VAUX,,O,
19,ہیں,ہے,AUX,VAUX,,O,
1,اس,یہ,PRON,PRP,,O,
2,کی,کا,ADP,PSP,,O,
3,تاریخ,تاریخ,NOUN,NN,,O,
4,سو,سو,NUM,QC,,NEM,B
5,سال,سال,NOUN,NN,,NEM,I
6,سے,سے,ADP,PSP,,O,
7,بھی,بھی,PART,RP,,O,
8,پرانی,پرانی,ADJ,JJ,,O,
9,ہے,ہے,AUX,VM,,O,
1,یہ,یہ,DET,DEM,,O,
2,کھیل,کھیل,NOUN,NN,,O,
3,اب,اب,PRON,PRP,,O,
4,ایک,ایک,NUM,QC,,NEN,B
5,منظم,منظم,ADJ,JJ,,O,
6,کاروبار,کاروبار,NOUN,NN,,O,
7,کی,کا,ADP,PSP,,O,
8,شکل,شکل,NOUN,NN,,O,
9,اختیار,اختیار,NOUN,NN,,O,
10,کر,کر,VERB,VM,,O,
11,چکا,چک,AUX,VAUX,,O,
12,ہے,ہے,AUX,VAUX,,O,
1,ماضی,ماضی,NOUN,NN,,O,
2,میں,میں,ADP,PSP,,O,
3,یہ,یہ,DET,DEM,,O,
4,کھیل,کھیل,NOUN,NN,,O,
5,خاص,خاص,ADJ,JJ,,O,
6,مواقع,مواقع,NOUN,NN,,O,
7,پر,پر,ADP,PSP,,O,
8,منعقد,منعقد,ADJ,JJ,,O,
9,ہوتا,ہو,VERB,VM,,O,
10,تھا,تھا,AUX,VAUX,,O,
11,مگر,مگر,CCONJ,CC,,O,
12,اب,اب,PRON,PRP,,O,
13,یہ,یہ,DET,DEM,,O,
14,ایک,ایک,NUM,QC,,NEN,B
15,باقاعدہ,باقاعدہ,ADJ,JJ,,O,
16,تہوار,تہوار,NOUN,NN,,O,
17,بن,بن,VERB,VM,,O,
18,چکا,چک,AUX,VAUX,,O,
19,ہے,ہے,AUX,VAUX,,O,
20,جو,جو,PRON,PRP,,O,
21,بعض,بعض,ADJ,JJ,,O,
22,اوقات,وقت,NOUN,NN,,O,
23,مہینہ,مہینہ,NOUN,NN,,O,
24,مہینہ,مہینہ,NOUN,NN,,O,
25,جاری,جاری,ADJ,JJ,,O,
26,رہتا,رہ,VERB,VM,,O,
27,ہے,ہے,AUX,VAUX,,O,
1,ہر,ہر,ADJ,JJ,,O,
2,سال,سال,NOUN,NN,,O,
3,وسط,وسط,NOUN,NN,,O,
4,اکتوبر,اکتوبر,PROPN,NNP,,NETI,B
5,اور,اور,CCONJ,CC,,O,
6,فروری,فروری,PROPN,NNP,,NETI,B
7,میں,میں,ADP,PSP,,O,
8,یہ,یہ,DET,DEM,,O,
9,کھیل,کھیل,NOUN,NN,,O,
10,منعقد,منعقد,ADJ,JJ,,O,
11,ہوتا,ہو,VERB,VM,,O,
12,ہے,ہے,AUX,VAUX,,O,
1,اس,یہ,DET,DEM,,O,
2,کھیل,کھیل,NOUN,NN,,O,
3,میں,میں,ADP,PSP,,O,
4,بچوں,بچہ,NOUN,NN,,O,
5,کو,کو,ADP,PSP,,O,
6,بطور,بطور,ADP,PSP,,O,
7,اونٹ,اونٹ,NOUN,NNC,,O,
8,سوار,سوار,NOUN,NN,,O,
9,شامل,شامل,ADJ,JJ,,O,
10,کرنے,کر,VERB,VM,,O,
11,کا,کا,ADP,PSP,,O,
12,رواج,رواج,NOUN,NN,,O,
13,1970ء,1970ء,PROPN,NNP,,NETI,B
14,کے,کا,ADP,PSP,,O,
15,عشرے,عشرہ,NOUN,NN,,O,
16,میں,میں,ADP,PSP,,O,
17,شروع,شروع,NOUN,NN,,O,
18,ہوا,ہو,VERB,VM,,O,
19,ہے,ہے,AUX,VAUX,,O,
1,دوبئی,دوبئی,PROPN,NNPC,,NEL,B
2,ابوظہبی,آبوظہبی,PROPN,NNPC,,NEL,B
3,راسالخیمہ,راسالخيمہ,PROPN,NNP,,NEL,B
4,اور,اور,CCONJ,CC,,O,
5,عمان,عمان,NOUN,NN,,NEL,B
6,میں,میں,ADP,PSP,,O,
7,یہ,یہ,DET,DEM,,O,
8,کھیل,کھیل,NOUN,NN,,O,
9,زیادہ,زیادہ,ADJ,JJ,,O,
10,کھیلا,کھیل,VERB,VM,,O,
11,جاتا,جا,AUX,VAUX,,O,
12,ہے,ہے,AUX,VAUX,,O,
1,پاکستان,پاکستان,PROPN,NNP,,NEL,B
2,اور,اور,CCONJ,CC,,O,
3,بنگلہ,بنگلہ,PROPN,NNPC,,NEL,B
4,دیش,دیش,PROPN,NNP,,NEL,I
5,جیسے,جیسے,ADP,PSP,,O,
6,غریب,غریب,ADJ,JJ,,O,
7,ممالک,مُلک,NOUN,NN,,O,
8,سے,سے,ADP,PSP,,O,
9,اس,یہ,DET,DEM,,O,
10,غیرانسانی,غيرانسانی,ADJ,JJ,,O,
11,کھیل,کھیل,NOUN,NNC,,O,
12,اونٹ,اونٹ,NOUN,NNC,,O,
13,دوڑ,دوڑ,NOUN,NN,,O,
14,کے,کے,ADP,PSP,,O,
15,لئے,لیے,ADP,PSP,,O,
16,کمسن,کمسن,ADJ,JJ,,O,
17,سواروں,سوار,NOUN,NN,,O,
18,کو,کو,ADP,PSP,,O,
19,متحدہ,متحدہ,PROPN,NNPC,,NEL,B
20,عرب,عرب,PROPN,NNP,,NEL,I
21,امارات,امار,NOUN,NN,,NEL,I
22,بھجوایا,بھجوا,VERB,VM,,O,
23,جاتا,جا,AUX,VAUX,,O,
24,ہے,ہے,AUX,VAUX,,O,
25,جس,جو,PRON,PRP,,O,
26,کے,کے,ADP,PSP,,O,
27,لئے,لیے,ADP,PSP,,O,
28,بچے,بچہ,NOUN,NN,,O,
29,اغواء,اغواء,NOUN,NN,,O,
30,کر,کر,VERB,VM,,O,
31,کے,کا,AUX,VAUX,,O,
32,سمگل,سمگل,NOUN,NN,,O,
33,بھی,بھی,PART,RP,,O,
34,کئے,کر,VERB,VM,,O,
35,جاتے,جا,AUX,VAUX,,O,
36,ہیں,ہے,AUX,VAUX,,O,
37,اور,اور,CCONJ,CC,,O,
38,غریب,غریب,ADJ,JJ,,O,
39,والدین,والدین,NOUN,NN,,O,
40,غربت,غربت,NOUN,NN,,O,
41,اور,اور,CCONJ,CC,,O,
42,بےروزگاری,بےروزگاری,NOUN,NN,,O,
43,کے,کا,ADP,PSP,,O,
44,ہاتھوں,ہاتھ,ADP,PSP,,O,
45,مجبور,مجبور,ADJ,JJ,,O,
46,ہو,ہو,VERB,VM,,O,
47,کر,کر,AUX,VAUX,,O,
48,ایجنٹوں,آيجنٹ,NOUN,NN,,O,
49,کے,کا,ADP,PSP,,O,
50,سبزباغ,سبزباغ,NOUN,NN,,O,
51,دکھانے,دکھا,VERB,VM,,O,
52,لالچ,لالچ,NOUN,NN,,O,
53,دینے,دے,VERB,VM,,O,
54,پر,پر,ADP,PSP,,O,
55,بھی,بھی,PART,RP,,O,
56,اپنے,اپنا,PRON,PRP,,O,
57,لخت,لخت,NOUN,NN,,O,
58,جگر,جگر,NOUN,NN,,O,
59,خود,خود,PRON,PRP,,O,
60,ان,یہ,DET,DEM,,O,
61,ایجنٹوں,آيجنٹ,NOUN,NN,,O,
62,کے,کا,ADP,PSP,,O,
63,حوالے,حوالہ,NOUN,NN,,O,
64,کر,کر,VERB,VM,,O,
65,دیتے,دے,AUX,VAUX,,O,
66,ہیں,ہیں,AUX,VAUX,,O,
1,پاکستان,پاکستان,PROPN,NNP,,NEL,B
2,میں,میں,ADP,PSP,,O,
3,جنوبی,جنوبی,PROPN,NNPC,,NEL,B
4,پنجاب,پنجاب,PROPN,NNP,,NEL,I
5,اور,اور,CCONJ,CC,,O,
6,اس,یہ,PRON,PRP,,O,
7,میں,میں,ADP,PSP,,O,
8,بھی,بھی,PART,RP,,O,
9,بالخصوص,بالخصوص,ADV,RB,,O,
10,ڈیرہ,ڈیرہ,PROPN,NNPC,,NEL,B
11,غازی,غازی,PROPN,NNPC,,NEL,I
12,خان,خان,PROPN,NNP,,NEL,I
13,ان,یہ,DET,DEM,,O,
14,کمسن,کمسن,ADJ,JJ,,O,
15,سواروں,سوار,NOUN,NN,,O,
16,کی,کا,ADP,PSP,,O,
17,فراہمی,فراہمی,NOUN,NN,,O,
18,کی,کا,ADP,PSP,,O,
19,بڑی,بڑی,ADJ,JJ,,O,
20,منڈی,منڈی,NOUN,NN,,O,
21,بن,بن,VERB,VM,,O,
22,گیا,جا,AUX,VAUX,,O,
1,یہ,یہ,DET,DEM,,O,
2,ایجنٹ,ایجنٹ,NOUN,NN,,O,
3,انہیں,یہ,PRON,PRP,,O,
4,باور,باور,NOUN,NN,,O,
5,کراتے,كرا,VERB,VM,,O,
6,ہیں,ہے,AUX,VAUX,,O,
7,کہ,کہ,SCONJ,CC,,O,
8,ان,یہ,DET,DEM,,O,
9,بچوں,بچہ,NOUN,NN,,O,
10,کو,کو,ADP,PSP,,O,
11,بطور,بطور,ADP,PSP,,O,
12,سوار,سوار,ADJ,JJ,,O,
13,دوڑ,دوڑ,NOUN,NN,,O,
14,میں,میں,ADP,PSP,,O,
15,استعمال,استعمال,NOUN,NN,,O,
16,سے,سے,ADP,PSP,,O,
17,پہلے,پہلے,ADP,NST,,O,
18,چار,چار,NUM,QC,,NEM,B
19,سال,سال,NOUN,NN,,NEM,I
20,تک,تک,ADP,PSP,,O,
21,تربیت,تربیت,NOUN,NN,,O,
22,دی,دے,VERB,VM,,O,
23,جائے,جا,AUX,VAUX,,O,
24,گی,گی,AUX,VAUX,,O,
25,اور,اور,CCONJ,CC,,O,
26,دوران,دوران,ADV,NST,,O,
27,تربیت,تربیت,NOUN,NN,,O,
28,بچے,بچہ,NOUN,NN,,O,
29,کی,کا,VERB,VM,,O,
30,تنخواہ,تنخواہ,SCONJ,CC,,O,
31,پانچ,پانچ,NUM,QC,,NEM,B
32,سو,سو,NUM,QC,,NEM,I
33,سے,سے,ADP,PSP,,NEM,I
34,ہزار,ہزار,NUM,QC,,NEM,I
35,درہم,درہم,ADJ,JJC,,O,
36,مقرر,مقرر,ADJ,JJ,,O,
37,ہوگی,ہو,VERB,VM,,O,
38,جبکہ,جبکہ,CCONJ,CC,,O,
39,والدین,والدین,NOUN,NN,,O,
40,میں,میں,ADP,PSP,,O,
41,سے,سے,ADP,PSP,,O,
42,ایک,ایک,NOUN,NN,,NEN,B
43,یا,یا,CCONJ,CC,,O,
44,دونوں,دو,NOUN,NN,,O,
45,بھی,بھی,PART,RP,,O,
46,وہاں,وہاں,PRON,PRP,,O,
47,دوبئی,دوبئی,NOUN,NN,,NEL,B
48,وغیرہ,وغیرہ,PART,RP,,O,
49,میں,میں,ADP,PSP,,O,
50,رہیں,رہ,VERB,VM,,O,
51,گے,گے,AUX,VAUX,,O,
1,ڈیرہ,ڈیرہ,PROPN,NNPC,,NEL,B
2,غازی,غازی,PROPN,NNPC,,NEL,I
3,خان,خان,PROPN,NNP,,NEL,I
4,کے,کا,ADP,PSP,,O,
5,نواحی,نواحی,ADJ,JJ,,O,
6,علاقہ,علاقہ,NOUN,NN,,O,
7,یونین,يون,NOUN,NN,,NEL,B
8,کونسل,کونسل,NOUN,NN,,NEL,I
9,پائیگاہ,پاييگاہ,PROPN,NNP,,NEL,I
10,کے,کا,ADP,PSP,,O,
11,چک,چک,NOUN,NNC,,O,
12,نمبر,نمبر,NOUN,NNC,,O,
13,1,1,NOUN,NN,,NEN,B
14,میں,میں,ADP,PSP,,O,
15,بھی,بھی,PART,RP,,O,
16,ایک,ایک,NUM,QC,,NEN,B
17,ایسے,ایسا,DET,DEM,,O,
18,ہی,ہی,PART,RP,,O,
19,والدین,والدین,NOUN,NN,,O,
20,جو,جو,PRON,PRP,,O,
21,غریب,غریب,NOUN,NN,,O,
22,ہونے,ہو,VERB,VM,,O,
23,کے,کے,ADP,PSP,,O,
24,علاوہ,علاوہ,ADP,PSP,,O,
25,کثیرالاولاد,كثيرالاولاد,NOUN,NN,,O,
26,بھی,بھی,PART,RP,,O,
27,ہیں,ہے,AUX,VM,,O,
28,نے,نے,ADP,PSP,,O,
29,غربت,غربت,NOUN,NN,,O,
30,سے,سے,ADP,PSP,,O,
31,مجبور,مجبور,ADJ,JJ,,O,
32,ہو,ہو,VERB,VM,,O,
33,کر,کر,AUX,VAUX,,O,
34,اپنے,اپنا,PRON,PRP,,O,
35,دو,دو,NUM,QC,,NEN,B
36,معصوم,معصوم,ADJ,JJ,,O,
37,بچوں,بچہ,NOUN,NN,,O,
38,کو,کو,ADP,PSP,,O,
39,ابوظہبی,ابوظہبی,ADJ,JJ,,NEL,B
40,بھجوا,بھیج,VERB,VM,,O,
41,دیا,دے,AUX,VAUX,,O,
1,پائیگاہ,پاييگاہ,ADJ,JJ,,NEL,B
2,چک,چک,NOUN,NNC,,NEL,I
3,نمبر,نمبر,NOUN,NNC,,NEL,I
4,1,1,NOUN,NN,,NEL,I
5,کا,کا,ADP,PSP,,O,
6,محمد,محمد,PROPN,NNPC,,NEP,B
7,حسین,حسین,PROPN,NNPC,,NEP,I
8,بھوچری,بھوچری,PROPN,NNPC,,NEP,I
9,کھوسہ,كھوسہ,PROPN,NNP,,NEP,I
10,جس,جو,PRON,PRP,,O,
11,نے,نے,ADP,PSP,,O,
12,دو,دو,NUM,QC,,NEN,B
13,شادیاں,شادی,NOUN,NN,,O,
14,کی,کا,VERB,VM,,O,
15,ہوئی,ہو,AUX,VAUX,,O,
16,ہیں,ہے,AUX,VAUX,,O,
17,کی,کا,ADP,PSP,,O,
18,گزر,گزر,NOUN,NNC,,O,
19,بسر,بسر,NOUN,NN,,O,
20,چار,چار,NUM,QC,,NEN,B
21,بیگھہ,بيگھہ,NOUN,NN,,NEN,I
22,زرعی,زرعی,ADJ,JJ,,O,
23,زمین,زمین,NOUN,NN,,O,
24,پر,پر,ADP,PSP,,O,
25,تھی,تھا,AUX,VM,,O,
1,دونوں,دو,NUM,QC,,O,
2,بیویوں,بيویہ,NOUN,NN,,O,
3,سے,سے,ADP,PSP,,O,
4,دس,دس,NUM,QC,,NEN,B
5,بیٹے,بیٹا,NOUN,NN,,O,
6,اور,اور,CCONJ,CC,,O,
7,بیٹیاں,بيٹی,NOUN,NN,,O,
8,ہیں,ہیں,AUX,VM,,O,
1,غربت,غربت,NOUN,NN,,O,
2,تنگدستی,تنگدستی,NOUN,NN,,O,
3,کے,کا,ADP,PSP,,O,
4,ہاتھوں,ہاتھ,ADP,PSP,,O,
5,مجبور,مجبور,ADJ,JJ,,O,
6,ہو,ہو,VERB,VM,,O,
7,کر,کر,AUX,VAUX,,O,
8,محمد,محمد,PROPN,NNPC,,NEP,B
9,حسین,حسین,PROPN,NNP,,NEP,I
10,نے,نے,ADP,PSP,,O,
11,ایجنٹ,ایجنٹ,NOUN,NN,,O,
12,اور,اور,CCONJ,CC,,O,
13,اس,یہ,PRON,PRP,,O,
14,کے,کا,ADP,PSP,,O,
15,ساتھیوں,ساتھی,NOUN,NN,,O,
16,کی,کا,ADP,PSP,,O,
17,باتوں,بات,NOUN,NN,,O,
18,میں,میں,ADP,PSP,,O,
19,آ,آ,VERB,VM,,O,
20,کر,کر,AUX,VAUX,,O,
21,2001ء,2001ء,NOUN,NN,,NETI,B
22,میں,میں,ADP,PSP,,O,
23,اپنی,اپنا,PRON,PRP,,O,
24,دوسری,دوسری,ADJ,QO,,O,
